,datetime,tweet_id,text,username,quoted_tweet,retweeted_tweet,in_reply_to_user,tweet_lang
0,2022-08-08 23:53:20+00:00,1556790696450920451,Günlerce yataktan çıkmamalı depresyon loading...,flamingoturnasi,,,,tr
1,2022-08-08 23:46:09+00:00,1556788889372721158,"Aylardır büyüdüm mü yoksa ağır bir depresyon içerisinde miyim bunu çözmeye çalışıyorum, inanılmaz ketumlaştım, hiçbir hayalim yok, eskiden heyecan dolu biriydim artık hiçbir şeye heyecan duymuyorum.",yananbirgenclik,,,,tr
2,2022-08-08 23:22:36+00:00,1556782962133401604,Depresyon güzelim,cikolatasizkal,,,,tr
3,2022-08-08 23:18:12+00:00,1556781853771808768,"Merve özbey-helal ettim, yıllarımın depresyon şarkısıdır hem oynarım hem ağlarım https://t.co/pohd347q02",thebetebet,https://twitter.com/archivery/status/1556703884772524032,,,tr
4,2022-08-08 23:17:32+00:00,1556781685655699456,Şu taş yığınlarından farkımız olsun artik #depresyon 🙇‍♀️ https://t.co/idvTHJ5GYl,ZehraaF,,,,tr
5,2022-08-08 23:15:31+00:00,1556781179805786114,Belirli bir süredir midesel sıkıntılar yaşıyorum. Düzelecez inşallah,1var1yokk,,,,tr
6,2022-08-08 23:12:14+00:00,1556780352391217154,benim takipçilerim bu kadar erken uyumazdı ne oldu kız size depresyon perileri mi geldi,lubunyalandin,,,,tr
7,2022-08-08 23:11:09+00:00,1556780081237966849,Abim içmiş yine https://t.co/DLVlde0i8x,1var1yokk,https://twitter.com/fazilsaymusic/status/1556747404279533573,,,tr
8,2022-08-08 23:03:22+00:00,1556778122506543105,Oturdum gecenin şu saatinde cips yiyorum. Hem de acılı ve dip soslu. Depresyon modu hoşgeldin.,gizemyyz,,,,tr
9,2022-08-08 22:53:32+00:00,1556775649049825280,Mutlu insan Nutella yemez. Nutella depresyon gıdasıdır.,Tubaydemir,,,,tr
10,2022-08-08 22:50:37+00:00,1556774913834422272,kendinize depresyon ya da itibar kaybı teşhisi koymadan önce çevrenizdekilerin aşağılık insanlar olmadıklarından emin olun.,SOYBAT000,,,,tr
11,2022-08-08 22:49:53+00:00,1556774730581118978,"Ve geçen bilmem kaç ay&amp;hafta, depresyon ve bir sürü hayalkırıklığının ardından nihayet neden olmadığını anladım.",abrickin_rome,,,,tr
12,2022-08-08 22:48:53+00:00,1556774476506865665,doya doya yaşa dediği depresyon herhalde tatlı krizine girerek belgeseldeki kediye ağlamak oluyor https://t.co/s6SZbYVRXg,softuniverz,https://twitter.com/shadyawes/status/1556580289438162946,,,tr
13,2022-08-08 22:47:28+00:00,1556774122557956097,Bi kpss uğruna yaz tatili ne anlamadım sınav bitecek sonbahar kış depresyon corona morona derkende hiç bi şey anlamadım 3 yılım heba oldu gitti hayatımdan kime neye söveyim ben şimdi,ozlemkbskl,,,,tr
14,2022-08-08 22:35:48+00:00,1556771182711656449,Hoşgeldin depresyon perisi 🥶🥵,byznrhlc,,,,tr
15,2022-08-08 22:30:40+00:00,1556769892992425985,Depresyon yükleniyor ⌛,Mertcankzgn,,,,tr
16,2022-08-08 22:21:53+00:00,1556767683584073729,Bu Spotify depresyon playlistine neden takılı kaldım ben ? Depresyonda da değilim,Bhdrsylyc,,,,tr
17,2022-08-08 22:21:22+00:00,1556767550796693506,lütfen biri bana kronik depresyon geçiriyosun desin bu mentaliteyi başka türlü kabullenemem,ozyurekesmanur,,,,tr
18,2022-08-08 22:18:22+00:00,1556766797902352385,depresyon playlisti hazırlıyorum checkkkk,dontexaggeratee,,,,tr
19,2022-08-08 22:18:03+00:00,1556766719041015808,"Ne zaman şu alman ülkesine gelsem baş ağrısı, depresyon, bunalım her şey ekte…",Lores1ma,,,,tr
20,2022-08-08 22:03:09+00:00,1556762970016948224,Durumu depresyon adamı getir galerime girsin güle oynaya devam eder hayatına,sadecekardo,,,,tr
21,2022-08-08 22:02:59+00:00,1556762928191356929,Tam kuafördeyken hiç beklemediğim bir şey yaşadım. Dünyanın en hızlı depresyon saçı oldu. Kökü bende uzar ya 🥲 https://t.co/hCkJKQlBut,eladagci,,,,tr
22,2022-08-08 22:02:56+00:00,1556762912273883141,"Taş olsa yanar, deniz olsa kururdu.
Ben dimdik devamm..",_umudumkalir_,,,,tr
23,2022-08-08 22:00:27+00:00,1556762290132852736,Hayatım depresyon,dilan3316,,,,tr
24,2022-08-08 21:54:30+00:00,1556760792250327041,yazan bana sevdim #Bodrum sorsalar depresyon cok fakat daha duyarlı #turgutreis Bu duyduklarına Sanki bir ortasında #Gümbet Sen https://t.co/VMouY9Waw1,7R557w6wtYCNgZU,,,,tr
25,2022-08-08 21:49:08+00:00,1556759442292629505,Buna depresyon mu diyoduk https://t.co/iG0Nv2hZMn,ezgiiyanii,,,,tr
26,2022-08-08 21:49:01+00:00,1556759409266663425,Her gün farklı bir arabayla gezen bir giydiği kıyafeti ayakkabıyı bir daha giymeyen insanlar oturup bana depresyon tavsiyesi vermesin amk sen kimsin de tavsiye veriyorsun yok şöyle yap yok böyle yap diyorsun kolaysw gel sen yaşa amk of,TheAnd_8,,,,tr
27,2022-08-08 21:44:32+00:00,1556758282534010880,Ah benim depresyon güzelim,MustiiDmr,,,,tr
28,2022-08-08 21:42:49+00:00,1556757852605267968,"Aşırı şeker tüketimi, depresyon, öğrenme güçlükleri, hafıza sorunları ve aşırı yeme gibi beyinle ilgili sağlık sorunlarıyla giderek daha fazla bağlantılı hale geliyor.",hira__lena,,,,tr
29,2022-08-08 21:37:18+00:00,1556756464374611969,Öyle sanıldığı kadar iyi biri değilim son bir kaç aydır yorgun muyum yoksa hafif bir depresyon mu geçiriyorum bilmiyorum kettumlaştım biraz yani ne yapsam eski halime dönemiyorum özlüyorum eski beni,avuibo,,,,tr
30,2022-08-08 21:32:28+00:00,1556755245778206720,Bu insanlar kendilerini ne sanıyor da böylesine hassas konularda cahil cahil konuşabiliyorlar? Aynen depresyon zaten tadını çıkararak doya doya yaşadığımız bir şeydi sanki bazılarımız için intiharla sonuçlanmıyormuş gibi. Influencer’lar kapatılsın. https://t.co/snqc7neusn,whoreospu,https://twitter.com/shadyawes/status/1556580289438162946,,,tr
31,2022-08-08 21:28:38+00:00,1556754280350208003,İnş böyle olur yoksa… yoksası yok depresyon mood takılırım uzun bir süre https://t.co/yrZPu5W0D9,dlariyben,https://twitter.com/yilanimadamina/status/1556748194507268097,,,tr
32,2022-08-08 21:27:45+00:00,1556754058039394304,Geldi yine depresyon perileri ..,knrftm,,,,tr
33,2022-08-08 21:26:42+00:00,1556753793437634561,Be *mna koduklarim depresyon denilen şey iki ağlak film izleyip dondurma ve çikolata krizine girmek değil bu halden insanlar intiharın eşiğine geliyor skicem vereceğiniz tavsiyeyi https://t.co/cjmfxTvqge,Kendiolmakta_,https://twitter.com/shadyawes/status/1556580289438162946,,,tr
34,2022-08-08 21:26:37+00:00,1556753773627842562,hayatimda yaptigim en SALAKCA sey depresyon tedavisi alirken saglikli dusunemezken dovme yaptirtmak oldu. ilk dovmemden dolayi cok pismanim maalesef,onurbello11,,,,tr
35,2022-08-08 21:25:06+00:00,1556753391652667394,depresyon&amp;anksiyete ikilisinde en zor şey içindeki susmayan canını sıkan sese kulak asmayı bırakmak,dabilyalnizlik,,,,tr
36,2022-08-08 21:24:39+00:00,1556753280914653184,En son Sedat Peker video yayınladığı zamanlar 3 aylık bi depresyona girmiştim Yeni depresyon süreci hayırlı olsun,zeluss0,,,,tr
37,2022-08-08 21:24:20+00:00,1556753197833895937,Yarın bim operasyonuna gidip bana allık alabilecek gönüllü var mı,Humdiyebiri,,,,tr
38,2022-08-08 21:22:52+00:00,1556752830177976320,Depresyon anda kalamamaktır. Ya geçmişle ya da gelecekle uğraşmaktır.,essomite,,,,tr
39,2022-08-08 21:16:03+00:00,1556751115701858304,gercekten yeto ya depresyon hayati yasamaktan biktim yetoo,sevvallozpolat,,,,tr
40,2022-08-08 21:14:26+00:00,1556750708946468868,Valla ben de napim o depresyon senin bu depresyon benim takılıyorum,naz_ozlm,,,,tr
41,2022-08-08 21:13:51+00:00,1556750561927741446,Fener 2 günde bir maç yapsın depresyon tansiyon bunalım şeker kalb hastalarının iyileşmesine birebir devlet bu işe bi el atmalı 😂😂😂,HakanYa55328659,,,,tr
42,2022-08-08 21:07:11+00:00,1556748885015625728,doya doya depresyonu yasa ne amk koyayim bu insanlar bunu ne saniyor sinirden koltugu isirdm gece gece insanlar dibine kadar yasa ✨✨ dediginiz seyin en ufak evresinde kendinş olduruyor bilmem farkinda misiniz depresyon bir donem degil tedavi edilmesi gereken bir rahatsizliktir https://t.co/wQesNJdQlI,lolotuss,https://twitter.com/shadyawes/status/1556580289438162946,,,tr
43,2022-08-08 21:05:17+00:00,1556748403597525000,"Depresyon sandığınız şey, geçim derdi olabilir",BircanNce,,,,tr
44,2022-08-08 20:58:11+00:00,1556746616798838785,bütün çevremin modu düşük bu yüzden benim mutlu olmam lazım kendime ayırdığım depresyon zamanı bitti ve geçmişe dair her şeyi sildim geliyorum yavrularım hepinize iyi gelcem,uurcanetinta4,,,,tr
45,2022-08-08 20:56:46+00:00,1556746261537214465,Duydunmu depresyon çocuk !,KomutanAslanbey,,,,tr
46,2022-08-08 20:54:47+00:00,1556745761047584771,"fenerbahçe yine panik atak, anksiyete, depresyon, bipolar bozukluk, sezonunu açtı hayırlı olsun",cemkilincevsky,,,,tr
47,2022-08-08 20:53:14+00:00,1556745372910886912,Ewet hoşgeldin depresyon baş ağrısı tansiyon sinir krizi cinnet kanser #SahneBizim tşkler @Fenerbahce 👏,fbsdee,,,,tr
